ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Attribution,PID,Sense_IDs,alt_translation1
9364,jzd,Bizaná' huiiné'.,,,My younger sibling of the opposite sex.,,,,,kO+t6w,3457,Mi hermano menor (dicho por mujer); Mi hermana menor (dicho por hombre).
9358,jzd,Biza'na' Juan.,,,Juan's sister.,,,,,Cr1P+C,3455,La hermana de Juan.
9363,jzd,Bizaná' nahuiini'.,,,My younger sibling of the opposite sex.,,,,,9VTioy,3457,Mi hermano menor (dicho por mujer); Mi hermana menor (dicho por hombre).
2888,jzd,Bizaná' re'huaahua'.,,,My brother drinks a lot.,,,,,LC6GE2,877,Mi hermano toma mucho.
2886,jzd,Bizaná' re'taata'.,,,My brother drinks a lot.,,,,RLC,gsO8Hh,876,Mi hermano toma mucho.
8353,jzd,Bizanisa lari.,,,Rinse the clothes. (imperative),,,,,oTSIPc,2645,Enjuaga la ropa. (imperativo)
6710,jzd,Bizeechu' gueta.,,,Roll up the tortilla.,,,,,rQuyEF,2162,Enrolla la tortilla. (imperativo)
6709,jzd,Bizeechu' lari.,,,Fold the clothes.,,,,,exB16j,2162,Dobla la ropa. (imperativo)
8419,jzd,Bizee dxiña lu pán.,,,The bread was sprinkled with sugar.,,,,,DX/052,2661,Se adornó de azúcar el pan.
6831,jzd,Bizelé'.,,,I burped.,,,,,pOWl8B,2192,Eructé.
9368,jzd,Bizè xtì' nisa.,,,Water well.,,,,,65Agv9,3463,Pozo de agua.
8734,jzd,Biziaabe.,,,S/he hurt himself.,,,,,o/DLor,2745,Ella/él se lastimó.
8712,jzd,Biziidi'.,,,Learn. (imperative),,,,,rth+mk,2736,Aprende. (imperativo)
6248,jzd,Bizila'dxi'.,,,Rest. (imperative),,,,,RD6jXR,1964,Descansa. (imperativo)
9385,jzd,Biziñà huiini'.,,,Little mouse.,,,,,g+hkbI,3484,Ratón chiquito.
598,jzd,Bìziquè.,,,That opossum.,,,,,VOuyp+,375 ; 376,Aquel tlacuache.
6916,jzd,Bizi'ruaa Fán ni bi'ni' Fàna.,,,Juan accepted what he did to Juana; Juan accepted what Juana did.,,,,,MC29Bd,2227,Aceptó Juan lo que le hizo a Juana; Aceptó Juan lo que le hizo Juana.
8710,jzd,Biziruaa Fán xtonda.,,,Juan accepted his responsibility.,,,,RLC,qk+fvS,2735,Aceptó Juan su culpa.
10229,jzd,Bizuaa dxiichi'.,,,Stand strong.,,,,,DJgLa7,4336,Párate fuerte.
6932,jzd,Bizucue' xa'na'be.,,,Put her on her side (ex. so that they can give her an injection).,,,,RLC,hzF1oc,2234,Ponla de ladito (ej. para que le pongan inyección.
6374,jzd,Bizudebe yaga.,,,He chopped the stick into pieces.,,,,,17QFZq,2051,Hizo pedacitos un palo.
6923,jzd,Bizu dxumicà racà.,,,Stand (place) that basket there.,,,,,fKo8rP,2229 ; 2738,"Para (coloca) ese cesto, allí."
6218,jzd,Bizuguenda Ròsa gùninè Gàbi dxiiña'.,,,Rosa accepted to work with Gabriela.,,,,,mA49fI,1944,Aceptó Rosa trabajar con Gabriela.
13403,jzd,"Bizuguiibe naa, pur ngà biruxá' (gu)ichá iquebe.",,,"He lied to me, that's why I pulled his hair.",,,,,+wUJ/m,7197,"Me mintió, por eso le jalé el pelo."
6879,jzd,Bizugui ra yanni.,,,S/he felt (a sensation of) heat on the neck.,,,,,icqUXS,2211,Sintió (sensación de) calor en el cuello.
6955,jzd,Bizuhuaabe yaga.,,,He put up a post.,,,,,WPBAL9,2240,Puso un poste.
6965,jzd,Bizuhuaadxì'be.,,,S/he stood calmly.,,,,,2nZB7c,2244,Se paró tranquilito.
6957,jzd,Bizuhuaa guichaladi Fán.,,,Juan's hairs stood up.,,,,,cf4qbc,2241,Se le pararon los pelos a Juan.
6968,jzd,Bizuhuaaiquebeni.,,,S/he turned it upside down.,,,,JLC,tsIojA,2245,Lo volteó de cabeza.
11910,jzd,Bizuhuaa lu doo binni nuu racà.,,,Stand in the line of people that's over there.,,,,,T/0fbP,5819,Párate en la fila de personas que hay allí.
6970,jzd,Bizuhuaanà'beyu.,,,He put his hands out (ex. to stop a fall).,,,,,CM/bdM,2246,Metió las manos (ej. para detenerse en una caída).
6974,jzd,Bizuhuaañeebe lu càma.,,,S/he stood on the bed.,,,,,H/wmF3,2247,Se paró sobre la cama.
6973,jzd,Bizuhuaañeebe luni.,,,He stood on it.,,,,,txOtaL,2247,Se paró encima de ello.
6972,jzd,Bizuhuaa ñeebeni.,,,He stepped on it.,,,,,FAjapo,2247,Lo pisó.
8283,jzd,Bizui'.,,,It turned itself off.,,,,,TyOFGa,2626,Se apagó.
7000,jzd,Bizuiì cuba.,,,S/he kneads the dough.,,,,EJG,WPx+fF,2254,Amasa la masa.
6990,jzd,Bizui'la'dxi' Fán deque (g)uca famìlia xtì' xiìxà.,,,Juan predicted something.,,,,,SZ4kLS,2252,Presintió algo Juan.
6992,jzd,Bizui'lu' Mariá ca' xiiñi' nè biina'.,,,María imagined her children and began to cry.,,,,EJG;RLC,jxYBwo,2253,Se imaginó María a sus hijos y se puso a llorar.
9387,jzd,Bizulu.,,,S/he started.,,,,,ZIssUQ,3486,Empezó.
6894,jzd,Bizulu primécà lii.,,,You start first!,,,,,cykoit,2217,¡Empieza tú primero!
6945,jzd,Bizunà'.,,,S/he gave a therapeutic massage.,,,,,eJ7xUm,2239 ; 2740,Sobó.
12687,jzd,Bizunaxhi.,,,Honey bee.,,,,JLC;RLC,qa6ZWL,6514,Abeja de miel.
6935,jzd,Bizundì' yaga.,,,The tree straightened (on its own).,,,,,o33MR4,2235,Se enderezó el árbol (por sí mismo).
6904,jzd,Bizuriquí' Fán asièntu.,,,Juan turned the chair on its head.,,,,,WZ+0cO,2223,Juan paró de cabeza la silla.
6903,jzd,Bizuriquí' Fán ndaani' nisa.,,,Juan dove into the water.,,,,,6sUNCD,2223,Se echó un clavado Juan en el agua.
6905,jzd,Bizuriquí'ni.,,,Turn it upside down!,,,,,sEB0Iy,2223,¡Ponlo de cabeza!
6925,jzd,Bizu ti elàdu ga càda tobicabe.,,,Give each of them an ice cream.,,,,,JQ+PjD,2229,Dale un helado a cada uno.
6985,jzd,Bizuumba' ruaabe tobi racà nè bireebe zè'be.,,,He pursed his lips and went who knows where.,,,,,w1ntfe,2250,Hizo la boca trompuda y se fue quién sabe a dónde.
6939,jzd,Bizuxibi.,,,Kneel.,,,,,29pqzu,2237,Arrodíllate.
8729,jzd,Bizuxibi Fán lu Fàna.,,,Juan knelt before Juana.,,,,,kbRSh8,2741,Se arrodilló Juan ante Juana.
9480,jzd,Bló̀m bló̀m bló̀m rixidxi nisa (g)uríya.,,,Bló̀m bló̀m bló̀m sounds the water on the shore.,,,,,01HEo3,3647,Bló̀m bló̀m bló̀m suena el agua en la orilla.
9487,jzd,Bòla doo.,,,Bunched up rope.,,,,,2GbkaK,3655,Montón de reata.
10903,jzd,Bòla guchi.,,,Yellow ball.,,,,,GurCfm,5075,Bola amarilla.
9494,jzd,Bòlsa atrá.,,,Rear pants pocket.,,,,,2rt9DI,3664,Bolsillo de atrás del pantalón.
9496,jzd,Bòlsa (g)amixá'.,,,Shirt pocket.,,,,,tNwz1f,3664,Bolsa de la camisa.
9495,jzd,Bòlsa nàylu.,,,Plastic bag.,,,,,sRGMhN,3664,Bolsa de plástico.
9492,jzd,Bòlsa nisa.,,,Bag containing water.,,,,JLC;RLC,jkVUtI,3664,Bolsa de agua.
9493,jzd,Bòlsa pantalón.,,,Pants pocket.,,,,,nSvbSS,3664,Bolsa del pantalón.
9481,jzd,Bó'ño' huiini'.,,,Chubby (child).,,,,JLC;RGL;RLC,BOkHdE,3649,(Niño) gordito.
450,jzd,Bòte taadxi'.,,,Smashed plastic container.,,,,,vhBc5u,295 ; 7776,Bote aplastado.
9514,jzd,Braaa guxidxi gulaà ca bladú'.,,,The plates broke with a braaa sound.,,,,,IkN/kS,3689,Braaa sonaron los platos al romperse.
9512,jzd,braa gulaà xquisu Fàna lu de.,,,Juana's pot broke on the fire and went braa.,,,,,nv9riT,3688,"Se rompió la olla de Juana en el fogón, braa."
9511,jzd,braa gureza xqui'chi' yoo Fán.,,,Juan's property deed tore with a braa.,,,,,nvHd4k,3688,braa sonó cuando se desgarraron las escrituras de la casa de Juan.
9513,jzd,braa guxidxi gulaà ca bladú'.,,,It sounded braa when the plates broke.,,,,,ihdMvM,3688,Sonó braa cuando se rompieron los platos.
9502,jzd,Bra bra bra caxídxi ra cacá gui ladè yaga.,,,Bra bra bra goes the burning wood.,,,,JLC;RLC,QfQJFm,3680,"Bra bra bra, está sonando donde se está quemando la
madera."
9517,jzd,braga braga braga (g)udí'di' zè'.,,,"S/he just left, braga braga braga.",,,,,d8vcmF,3692,"Se fue así (sin decir nada), braga braga braga."
9515,jzd,Braga braga cana(g)u xooñe' Fán nè Fàna ndani gui'xhi'.,,,"""Braga braga"" go Juan and Juana when running in the hills.",,,,,n+635/,3690,"Braga braga (suena cuando) andan corriendo Juan y Juana en el
monte."
9508,jzd,bra̰ˤ gulaà xquisu Fàna nì zubà lude.,,,"""bra̰ˤ"" cracks Marías pot on the firepit.",,,,,g4Qoxb,3683,bra̰ˤ se quiebra la olla de Juana en el fogón.
9523,jzd,Brahu' brahu' rixidxi ruaa Fán òra cayó gueta làga.,,,Brahu' brahu' sounds Juan's mouth when eating a toasted tortilla.,,,,,oBj7lP,3697,Brahu' brahu' hace Juan al comer una tortilla tostada.
9518,jzd,bram bràm ruxhidxi Fán botèya.,,,Juan made the bottle sound bram bràm.,,,,,lxsjxh,3693,Juan hace sonar la botella bram bràm.
9519,jzd,Branga mbranga nuùni puèrrtacà.,,,The door went branga mbranga.,,,,,Z1K1se,3694,Branga mbranga hizo la puerta.
9505,jzd,Brá' rixidxi ndxa yaga ró' tí má chí guiabà.,,,Brá' goes the large tree when it fell.,,,,,gftQML,3681,Brá' suena el árbol grande cuando cayó
3764,jzd,brá' rixidxi òra má caluùzà' yaga.,,,brá' went the tree when it broke.,,,,,T9P5EU,1141,brá' suena al quebrarse el árbol.
9506,jzd,brá' rixidxi òra má cáluùzà' yaga.,,,brá' goes the breaking wood.,,,,,RQ2pZA,3681,brá' suena cuando se rompe la leña.
9509,jzd,Bra̰u' bra̰u bra̰u bra̰u raca bòla gui'chi'.,,,Bra̰u' bra̰u bra̰u bra̰u goes the paper made into a ball.,,,,,k+3s7a,3685,Bra̰u' bra̰u bra̰u bra̰u suena la bola de papel.
9522,jzd,"Brau brau cuchiácha Fán ladè gui'chi', cuyúbi xhqui'chi'.",,,Brau brau go the papers as Juan looks for something in the pile.,,,,EJG,/DbiKG,3696,Suena brau brau cuando está buscando algo entre los papeles Juan.
9525,jzd,Brin guxidxi botèya ni gundaà Fán.,,,Brin went the bottle that Juan broke.,,,,,Px28NV,3699,Brin sonó la botéya que Juan rompió.
9527,jzd,bro biaba nisa.,,,The rain fell and went bro.,,,,,FY/L+p,3701,bro se cayó la lluvia.
9532,jzd,Broˤ broˤ riguiche Fán cuini neza lu pèdru.,,,Broˤ broˤ Juan snaps his fingers in front of Pedro's face.,,,,,u4WYpV,3706,Broˤ broˤ chasquea Juan los dedos en la cara de Pedro.
9529,jzd,bro bro rixiì nisa de ique yoo.,,,The water spilling over the house sounds bro bro.,,,,,nqvS2G,3701,bro bro se tira el agua sobre la casa.
9534,jzd,"Brrah, bixa ti danì gaxha de ra lidxi Fán.",,,When the landslide happened near Juan's house we heard brrah.,,,,,d2QEWa,3710,Se oyó brrah cuando se derrumbo el cerro cerca de casa de Juan.
9541,jzd,Brùtu de nandá'.,,,Very hot.,,,,,PouD3/,3715,Muchísimo calor.
9540,jzd,Brùtu de nanìxè.,,,Very tasty.,,,,,HPxpHP,3715,Riquísimo.
9546,jzd,Bucàpe'ni.,,,Precisely that one.,,,,,3N0xIm,3722,Eso precisamente.
9571,jzd,Buènacà nuùni.,,,Sounds good.,,,,,OJn4gQ,3740,Está bien.
9568,jzd,Buèna guizá'.,,,Responsible woman.,,,,,/lOi2N,3740,Mujer responsable.
9567,jzd,Buèna gunaa.,,,A responsible woman.,,,,,dUHS8n,3740,Mujer responsable.
9569,jzd,Buèna nguiiu.,,,"A good man (ex. hardworking, helpful, a provider).",,,,,GIlsHs,3740,"Buen hombre (ej. trabajador, que ayuda, que provee)."
2648,jzd,Bumbùticà bidxa Mariá.,,,Maria is bulging and full (either due to eating or to pregnancy).,,,,,vynv13,820,María está abombada y llena (de tanto comer o por embarazo).
603,jzd,Buquè.,,,That person.,,,,,XEkGEP,375 ; 376,Aquél/aquélla persona.
9547,jzd,Buquèpe'.,,,Precisely that one.,,,,EJG;JLC;ND;RGL;RLC,Snonsi,3723,Aquel/aquella precisamente.
9550,jzd,Burì' bi'ni'ni.,,,Someone made it.,,,,,tE6Lll,3725,Alguien lo hizo.
9554,jzd,Burì'cá'.,,,That one; From here to there; That's the one.,,,,,vqoZn+,3726,Ese es; De aquí a allá; Este es; Esto es.
13591,jzd,Buricà.,,,That (person).,,,,,xzaMnl,7385,Aquél / aquélla (persona).
9555,jzd,Buricá' bi'ni'ni.,,,That one (person) did it.,,,,,OCA/9f,3726,Aquella (persona) lo hizo.
9557,jzd,Burì'cá' de Fán bi'ni'ni.,,,Juan over there did it.,,,,,g37rR4,3726,Ese Juan lo hizo.
9548,jzd,Burì' de Fán bi'ni'ni.,,,Juan here did it.,,,,,wZzGI9,3725,Este Juan lo hizo.
9544,jzd,Bùrru huiini'.,,,Small donkey.,,,,,QNcQLE,3720,Burrito.
9563,jzd,Buù ndá'.,,,Hot coals.,,,,,d/fBAM,3734,Carbón caliente.
11125,jzd,Cáa cáani lii.,,,I can't believe it.,,,,,Vq1pe3,5268,No lo puedo creer.
11252,jzd,Caadxì' binnì.,,,Some people.,,,,,Mr43Zo,5347,Algunas personas.
11250,jzd,Caadxì'ga.,,,A little at a time.,,,,,lq7w0J,5347,Poco a poco.
11253,jzd,Caadxì'sì ndí'.,,,It's very little.,,,,,fUSHzY,5347,Es muy poco.
3017,jzd,Caàñè' Juàn layu.,,,Have Juan dig in the dirt.,,,,,roBFDE,905,Que escarbe Juan la tierra.
2041,jzd,Cabába.,,,It's causing itchiness.,,,,,PeLOV6,685,Está dando comezón.
12440,jzd,Cabába nà'.,,,Her/his hands are itching (i.e. s/he is ready to throw a blow).,,,,,Jb3EVr,6267,Le está dando comezón las manos (i.e. quiere pegar).
14987,jzd,Cabába xadxita xquie.,,,It itches under the testicles.,,,,EJG;ND,P7JhuD,8641,Le está dando comezón abajo de los testículos.
1636,jzd,Cabá'cu'; Cabá'qui'lu'.,,,"You're placing (ex. clothes on you, a baby on the bed).",,,,,Aw/h7G,573,"Estás colocando (ej. ropa sobre ti, un bebé en la cama)."
5539,jzd,Ca' ba'du' nguiiyu' huiini' rucaa gui'chi' cue' yoo.,,,The young men glue paper to the wall of the house.,,,,,t6ydV5,1676,Los muchachitos pegan papel en la pared de la casa.
2063,jzd,Cabaná' Àrno Rosa.,,,Arno is missing Rosa.,,,,,xovWA1,687,Está extrañando Arno a Rosa.
3352,jzd,Cabaná' Rèyna guixi cú' ladi.,,,Reyna misses scrubbing with the loofah when she bathes.,,,,,uVLNQt,1007,Reyna extraña pasarse el zacate cuando se baña.
2068,jzd,Cabané' .,,,I'm awakening.,,,,,rteqKz,688,Estoy despertando.
2069,jzd,Cabáné'.,,,I'm waking up.,,,,,h+Tipv,688,Estoy despertando.
2079,jzd,Cabané'.,,,I'm living.,,,,,2Zq+32,689,Estoy viviendo.
1679,jzd,Caba'qui'na.,,,S/he warns.,,,,,BEyG+I,589,Previene.
1863,jzd,"Cabeènà', cabeèñee.",,,He's kicking his legs and flailing his hands.,,,,,TN7S/R,644,Está pataleando y pegando con las manos.
9093,jzd,Cà be lube.,,,S/he developed cataracts.,,,,,EMiBoY,3084,Desarrolló cataratas.
9215,jzd,Càbe ventòsa.,,,The put suction cups on her/him.,,,,,WadtSc,3231,Le pusieron ventosas.
1895,jzd,Cabèzàcabe naa para guixì'.,,,They're inviting me tomorrow.,,,,,V9p6Jf,654,Me invitan para mañana.
1894,jzd,Cabézá' lii ra yoo.,,,I will wait for you at my house.,,,,,wsHEmG,654,Te espero en mi casa.
1896,jzd,Cabèzà tù cuèzà nè laa.,,,She's waiting for whoever lives with her.,,,,,JmIi2o,654,Está esperando a alguien que viva con él.
2030,jzd,Cabiá.,,,It is disintegrating.,,,,,4Sh3y1,680,Se está desintegrando.
2032,jzd,Cabiá birì.,,,The ants are bursting out of the anthill.,,,,,Pg4ggr,681,Están reventando las hormigas del hormiguero.
2031,jzd,Cabiá birì ñee.,,,I have a cramp in my foot.,,,,,nAdqEp,681,Tengo calambre en el pie.
9329,jzd,Cabiábirì ñee.,,,Tingling in the feet.,,,,,ErKEn4,3416,Hormigueo en los pies.
9397,jzd,Ca' biché'.,,,My siblings.,,,,EJG;JLC;RGL,NhA0xi,3495,Mis hermanos.
11169,jzd,Càbi cue' bàsucà.,,,The glass is cracked.,,,,,DqD+4q,5279,Está rajado el vaso.
11166,jzd,Cà bi (cue') taza.,,,The cup cracked.,,,,,qLP/ja,5279,Se cuarteó la taza.
2023,jzd,Cabìdxì.,,,S/he is calling.,,,,,TqXaE4,679,Está llamando.
11164,jzd,Cà bieque doo.,,,The rope is intertwined.,,,,,m1hda9,5277,Está entrelazado el mecate.
1967,jzd,Cabí guidxi xaique gapà guenda ra yoola'hui' xti'.,,,The town is electing its municipal president.,,,,,PxQbNP,664,El pueblo está eligiendo a su presidente municipal.
2156,jzd,Cabiibi'.,,,It is being sifted.,,,,,23D4zL,707,Se está tamizando.
11247,jzd,Ca' binnì.,,,The people.,,,,EJG;JLC;ND;RGL;RLC,7phads,5345,Las gentes.
9450,jzd,Ca binnì de dxique.,,,The ancestors.,,,,,dB4Lxy,3581,Los antepasados.
11167,jzd,Cà bi ruaa taza.,,,The mug is cracked at the edge.,,,,,/L4G59,5279,Está rajada la orilla de la taza.
1966,jzd,Cabí ta Ménu xuba' bini.,,,Mr. Meno is sowing corn seeds.,,,,,EDNRWV,664,El señor Meno está sembrando granos de maíz.
2106,jzd,Cabi'xhi'.,,,S/he is turning over.,,,,,O/xUn1,700,Está volteándose.
7456,jzd,Cà bixhiidi'.,,,Entangled to the point of being matted.,,,,EJG,AASCn5,2402,Enredado al grado de estar apelmazado.
9337,jzd,Cà bixhiidi'.,,,It is wrapped around.,,,,,hCtwvE,3445,Está enredado.
7452,jzd,Cà bixhiidi' (gu)ichaiqué'.,,,My hair is tangled.,,,,,9eKxg7,2402,Está enredado mi cabello.
11155,jzd,Cà bixhiidi' (gu)icha ique dxaapa' huiini'.,,,The young woman's hair is tangled up.,,,,,A37tz7,5273,Está enredado el cabello de la muchacha.
2113,jzd,Cabíxhila'dxi'.,,,S/he is getting nauseous.,,,,,znJyO0,701,Le está dando asco.
7567,jzd,"Ca biza'na' Lulú rieca' saa, laa riaana rapa yoo.",,,"Lulú's brothers are going to the party, she's staying home to look after the house.",,,,EJG,iovqgL,2431,"Los hermanos de Lulú van a la fiesta, ella se queda a cuidar la casa."
8355,jzd,Ca bladú'dí' quí nizánisadíca'ni.,,,These plates didn't get washed.,,,,,2Jy+qQ,2645,Estos platos no se lavaron.
11179,jzd,Càbu jácha.,,,Axe handle.,,,,,aVe+cr,5293 ; 5294,Mango del hacha.
14864,jzd,Cacaà xuuba' ba'du'.,,,She's having pregnancy nausea.,,,,,if3f8j,8557,Está teniendo náuseas de embarazo.
3623,jzd,Cacágui.,,,It's catching fire.,,,,,21ySCp,1101,Se está incendiando.
3625,jzd,Cacáguibe de xindxá'.,,,S/he's burning up with fever.,,,,,ua8BcJ,1101,Está ardiendo de calentura.
3593,jzd,Cacá puntal.,,,A propping post is being installed.,,,,,7g+HLC,1091,Se está instalando un puntal.
3603,jzd,Cacá ràyu.,,,It is thundering.,,,,,KODVNM,1096,Está relampagueando.
5547,jzd,Cacáridxi lu guiiba' nuù junta.,,,They're announcing on the loudspeaker that there's an assembly.,,,,,ZLqFjv,1681,Anuncian en el altavoz que hay junta.
3573,jzd,"Cacá te, cacá banduì'.",,,"It is developing mold, it is developing slime.",,,,,o6IpVc,1084,"Se le está haciendo moho, se está haciendo baboso."
2189,jzd,Cacháaba'.,,,S/he's lazying around.,,,,,FtgTc0,714,Está haraganeando.
2191,jzd,Cachaaba' guné' dxiiña'.,,,I'm too lazy to work.,,,,,Z/j7Hi,714,Me da pereza de trabajar.
2244,jzd,Cachézabi xatiniñee.,,,Cracks in the heels.,,,,,D/jkVa,727,Grietas en los talones.
2254,jzd,Cachìdxì laya.,,,His teeth are on edge.,,,,,ZWWIIU,730,Le están rechinando los dientes.
9735,jzd,Ca' chìma.,,,People from the town of Lázaro Cárdenas.,,,,,erSt5d,3958,Gente de Lázaro Cárdenas.
2302,jzd,Cachúuchu'.,,,It's becoming viscous.,,,,,h+KCo3,741,Se está poniendo viscoso.
2307,jzd,Cachúundu.,,,It's getting cloudy.,,,,RLC,piHZmT,742,Se está nublando.
2313,jzd,Cachúundu' lube.,,,Her eyesight is becoming cloudy.,,,,,wtABXe,743,Se está nublando su vista.
2323,jzd,Cadáabi'.,,,S/he is being massaged.,,,,,AD2n6Y,747,Se le está dando masaje.
2449,jzd,Cadáa ñeebe.,,,His foot is becoming infected.,,,,,tUf6H1,774,Se le está infectando el pie.
2428,jzd,Cadaa ra bidaabi' guichi ñee Rìlu.,,,The thorn wound in Rilo'd foot is becoming infected.,,,,,R5q/wl,771,Se está infectando el pie espinado de Rilo.
11129,jzd,Cada beeù riaxa.,,,S/he gets paid every month.,,,,RGL,kfZs52,5270,Cobra cada mes.
2264,jzd,Càda (gu)ichésa Fán richiità' ñee.,,,"Every time Juan jumps, he becomes lame (i.e. develops a limp).",,,,,JquX2B,734,Cada que brinca Juan se pone renco.
11128,jzd,Cáda iza.,,,Every year.,,,,,vmFfTM,5270,Cada año.
2418,jzd,Cadànisa.,,,Water is flowing (ex. in a spring).,,,,,VhlKaK,770,Está emanando el agua.
2420,jzd,Cadànisa ruaabe.,,,Her mouth is watering.,,,,,NMH53i,770,Se le está haciendo agua la boca.
11127,jzd,Cáda tobi.,,,Each one.,,,,,0U0Ppd,5270,Cada uno.
11126,jzd,Cáda tobi napà stì'.,,,"Everyone has their own (thing, issue, talent).",,,,,pe87UD,5270,Cada quien tiene lo suyo.
9956,jzd,Cà deche ba'du'.,,,He has the child on his back.,,,,,swoigg,4148,Trae al niño en la espalda.
10925,jzd,Ca' de guià'.,,,Those who live in the north part of La Ventosa.,,,,,TrXqRb,5099,Los que viven en el norte de La Ventosa.
1822,jzd,Ca' de gui'xhi' ró' ribeè zidi.,,,The people of Monte Grande collect salt.,,,,,gmOTKa,630,Los de Monte Grande extraen sal.
11268,jzd,Cadèna de bi'cu'.,,,Dog chain.,,,,,ftOWTD,5355,Cadena de perro.
11266,jzd,Cadena de planchàdu.,,,Gold chain with flat links.,,,,,PGIrJh,5355,Cadena de oro con eslabones aplastaditos.
11267,jzd,Cadena italiànu.,,,Gold chain with closed links.,,,,,G9jUlO,5355,Cadena de oro con eslabones cerraditos.
11269,jzd,Cadèna tìpu (de) chìnu.,,,Neck chain with open links.,,,,,oKinYA,5355,Cadena de oro con eslabones más abiertos.
9002,jzd,Cádi bacaanda'dxabá'dí'ni.,,,It wasn't a nightmare.,,,,,xqKJpG,2978,No fue pesadilla.
9136,jzd,Cádi beelà'bidxú'ni'dí'.,,,It's not meat stew.,,,,,mQ+6aE,3147,No es caldo de carne.
9137,jzd,Cádi beelà'bizabìdí'ni.,,,He's not a stepfather.,,,,,L+qicG,3148 ; 3149,No es un padrastro.
10715,jzd,Cádi beelà' guibidí'ni.,,,It's not meat with skin.,,,,,Glo9J/,4871,No es carne con pellejo.
9142,jzd,Cádi beelà'xa'na'díbeni.,,,It's not the buttock.,,,,,PlrYBl,3153,No es la nalga.
9141,jzd,Cádi beelà'yùzèdí'.,,,It is not beef.,,,,JLC;RLC;VC,shbNRm,3152,No es carne de res.
9193,jzd,Cádi bendá'dí' ñee suquiì ngà.,,,That is not a baked fish.,,,,,gDvwXO,3212,Eso no es pescado horneado.
9190,jzd,Cádí benda ñeesuquiìdí' xtinné'ni.,,,It's not my baked fish.,,,,,xnYURN,3212,No es mi pescado horneado.
11110,jzd,Cádi bia' gànnú' xiìxà má cana guiníu'.,,,You've barely found out about something that you're already divulging it.,,,,,EhAvvg,5264,"Ni bien te enteras de algo, ya lo andas divulgando."
1864,jzd,"Cádí cabeènà'dí', cádí cabeèñeedí' Fán.",,,He's not flailing his legs nor hitting with his hands.,,,,,hMUBfb,644,No está pataleando ni pegando con las manos.
